set,index,k,QQ,xB,t,phi,F,sigmaF,errF,F1,F2,ReH,ReE,ReHtilde,dvcs
7,0,5.75,2.318,0.363,-0.232,7.5,0.08259,0.00414,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
7,1,5.75,2.318,0.363,-0.232,22.5,0.07729,0.0039,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
7,2,5.75,2.318,0.363,-0.232,37.5,0.06635,0.0035,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
7,3,5.75,2.318,0.363,-0.232,52.5,0.06288,0.00305,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
7,4,5.75,2.318,0.363,-0.232,67.5,0.05155,0.00263,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
7,5,5.75,2.318,0.363,-0.232,82.5,0.04547,0.00228,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
7,6,5.75,2.318,0.363,-0.232,97.5,0.04132,0.002,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
7,7,5.75,2.318,0.363,-0.232,112.5,0.0374,0.00178,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
7,8,5.75,2.318,0.363,-0.232,127.5,0.03409,0.00162,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
7,9,5.75,2.318,0.363,-0.232,142.5,0.03239,0.00152,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
7,10,5.75,2.318,0.363,-0.232,157.5,0.03088,0.00145,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
7,11,5.75,2.318,0.363,-0.232,172.5,0.0287,0.00141,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
7,12,5.75,2.318,0.363,-0.232,187.5,0.02958,0.00141,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
7,13,5.75,2.318,0.363,-0.232,202.5,0.02669,0.00145,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
7,14,5.75,2.318,0.363,-0.232,217.5,0.02974,0.00152,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
7,15,5.75,2.318,0.363,-0.232,232.5,0.03204,0.00162,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
7,16,5.75,2.318,0.363,-0.232,247.5,0.03491,0.00178,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
7,17,5.75,2.318,0.363,-0.232,262.5,0.03927,0.002,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
7,18,5.75,2.318,0.363,-0.232,277.5,0.04873,0.00228,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
7,19,5.75,2.318,0.363,-0.232,292.5,0.05181,0.00263,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
7,20,5.75,2.318,0.363,-0.232,307.5,0.06028,0.00305,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
7,21,5.75,2.318,0.363,-0.232,322.5,0.07202,0.0035,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
7,22,5.75,2.318,0.363,-0.232,337.5,0.07529,0.0039,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
7,23,5.75,2.318,0.363,-0.232,352.5,0.08644,0.00414,0.05,0.61351,0.94474,-2.5008,2.05692,1.18094,0.01284
8,0,5.75,2.348,0.368,-0.279,7.5,0.07518,0.00379,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
8,1,5.75,2.348,0.368,-0.279,22.5,0.0681,0.00349,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
8,2,5.75,2.348,0.368,-0.279,37.5,0.06127,0.00303,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
8,3,5.75,2.348,0.368,-0.279,52.5,0.05348,0.00255,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
8,4,5.75,2.348,0.368,-0.279,67.5,0.04027,0.00213,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
8,5,5.75,2.348,0.368,-0.279,82.5,0.03964,0.00181,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
8,6,5.75,2.348,0.368,-0.279,97.5,0.03244,0.00157,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
8,7,5.75,2.348,0.368,-0.279,112.5,0.02628,0.00139,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
8,8,5.75,2.348,0.368,-0.279,127.5,0.02512,0.00127,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
8,9,5.75,2.348,0.368,-0.279,142.5,0.02287,0.00118,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
8,10,5.75,2.348,0.368,-0.279,157.5,0.02282,0.00113,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
8,11,5.75,2.348,0.368,-0.279,172.5,0.021,0.00111,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
8,12,5.75,2.348,0.368,-0.279,187.5,0.02082,0.00111,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
8,13,5.75,2.348,0.368,-0.279,202.5,0.02181,0.00113,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
8,14,5.75,2.348,0.368,-0.279,217.5,0.02442,0.00118,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
8,15,5.75,2.348,0.368,-0.279,232.5,0.02667,0.00127,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
8,16,5.75,2.348,0.368,-0.279,247.5,0.02708,0.00139,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
8,17,5.75,2.348,0.368,-0.279,262.5,0.03151,0.00157,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
8,18,5.75,2.348,0.368,-0.279,277.5,0.03825,0.00181,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
8,19,5.75,2.348,0.368,-0.279,292.5,0.04402,0.00213,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
8,20,5.75,2.348,0.368,-0.279,307.5,0.05199,0.00255,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
8,21,5.75,2.348,0.368,-0.279,322.5,0.0593,0.00303,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
8,22,5.75,2.348,0.368,-0.279,337.5,0.06968,0.00349,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
8,23,5.75,2.348,0.368,-0.279,352.5,0.07178,0.00379,0.05,0.56741,0.84881,-2.46655,1.94659,1.04462,0.0112
9,0,5.75,2.36,0.371,-0.325,7.5,0.07311,0.00353,0.05,0.5279,0.76846,-2.42886,1.84698,0.92771,0.0101
9,1,5.75,2.36,0.371,-0.325,22.5,0.06402,0.00318,0.05,0.5279,0.76846,-2.42886,1.84698,0.92771,0.0101
9,2,5.75,2.36,0.371,-0.325,37.5,0.05238,0.00266,0.05,0.5279,0.76846,-2.42886,1.84698,0.92771,0.0101
9,3,5.75,2.36,0.371,-0.325,52.5,0.04491,0.00217,0.05,0.5279,0.76846,-2.42886,1.84698,0.92771,0.0101
9,4,5.75,2.36,0.371,-0.325,67.5,0.03719,0.00177,0.05,0.5279,0.76846,-2.42886,1.84698,0.92771,0.0101
9,5,5.75,2.36,0.371,-0.325,82.5,0.02776,0.00148,0.05,0.5279,0.76846,-2.42886,1.84698,0.92771,0.0101
